 difficulty | occurrences 
   76999108 |          11
   76999136 |           3
   76999163 |           1
   76999385 |           1
   76999470 |           1
   76999506 |           8
   76999523 |          36
   76999539 |          37
   76999554 |          16
   76999568 |           1
   77000000 |          59
   77994219 |           1
   77995526 |           1
   77995859 |           1
   77996662 |           1
   77996927 |           2
   77997138 |           1
   77997233 |           1
   77997339 |           1
   77997443 |           1
   77997532 |           1
   77997541 |           1
   77997615 |           3
   77997634 |           1
   77997694 |           3
   77997921 |           1
   77998026 |           2
   77998092 |          12
   77998155 |          18
   77998215 |           2
   77998291 |           1
   77998519 |           8
   77998569 |          18
   77998617 |          24
   77998662 |          11
   77998704 |           1
   77998771 |           1
   77998978 |           2
   77999013 |          14
   77999046 |          33
   77999078 |          34
   77999108 |          17
   77999136 |           2
   77999277 |           1
   77999470 |           1
   77999506 |           8
   77999523 |          22
   77999539 |          23
   77999554 |          12
   77999568 |           2
   78000000 |          52
   78994886 |           1
   78995443 |           1
   78995558 |           1
   78996423 |           1
   78996674 |           2
   78996772 |           1
   78996804 |           1
   78996927 |           1
   78997138 |           1
   78997323 |           1
   78997443 |           1
   78997445 |           1
   78997532 |           1
   78997615 |           2
   78997694 |           3
   78997832 |           1
   78997921 |           1
   78998004 |           1
   78998026 |           1
   78998092 |          10
   78998155 |           7
   78998156 |           1
   78998215 |           7
   78998272 |           1
   78998411 |           1
   78998467 |           1
   78998519 |           2
   78998569 |          19
   78998614 |           1
   78998617 |          23
   78998662 |           7
   78998669 |           1
   78998704 |           2
   78998722 |           1
   78998745 |           1
   78998817 |           1
   78998861 |           1
   78998978 |           1
   78999013 |          10
   78999046 |          27
   78999078 |          29
   78999108 |          18
   78999136 |           1
   78999335 |           1
   78999408 |           1
   78999451 |           2
   78999470 |           1
   78999489 |           1
   78999506 |          11
   78999523 |          29
   78999539 |          28
   78999554 |          18
   78999568 |           6
   78999582 |           1
   79000000 |          46
   79995443 |           2
   79995475 |           1
   79996165 |           1
   79996312 |           1
   79996387 |           1
   79996451 |           1
   79996804 |           2
   79996927 |           1
   79997042 |           1
   79997138 |           1
   79997529 |           1
   79997532 |           3
   79997615 |           3
   79998026 |           2
   79998092 |          14
   79998155 |           8
   79998215 |           6
   79998272 |           1
   79998411 |           1
   79998519 |           7
   79998555 |           1
   79998569 |          19
   79998617 |          20
   79998662 |          13
   79998704 |           2
   79998978 |           1
   79999013 |          15
   79999046 |          23
   79999078 |          16
   79999108 |          12
   79999136 |           3
   79999277 |           1
   79999385 |           1
   79999489 |           1
   79999506 |          13
   79999523 |          26
   79999539 |          21
   79999554 |          18
   79999568 |           2
   79999582 |           1
   80000000 |          47
   80995443 |           1
   80995842 |           1
   80996165 |           1
   80996387 |           1
   80996674 |           1
   80996772 |           1
   80997228 |           1
   80997233 |           1
   80997615 |           2
   80997694 |           3
   80997956 |           3
   80998004 |           1
   80998026 |           2
   80998092 |           6
   80998155 |           9
   80998156 |           1
   80998215 |           4
   80998291 |           1
   80998353 |           2
   80998467 |           1
   80998519 |           8
   80998569 |          17
   80998617 |          24
   80998662 |           6
   80998704 |           1
   80998771 |           1
   80998941 |           2
   80998978 |           3
   80999013 |          12
   80999046 |          25
   80999078 |          17
   80999108 |           8
   80999136 |           3
   80999385 |           1
   80999430 |           2
   80999489 |           3
   80999506 |           5
   80999523 |          25
   80999539 |          25
   80999554 |          17
   80999568 |           6
   81000000 |          45
   81996312 |           1
   81996451 |           1
   81996545 |           1
   81996582 |           1
   81997039 |           1
   81997138 |           2
   81997443 |           1
   81997532 |           2
   81997541 |           1
   81997615 |           3
   81997694 |           4
   81997769 |           1
   81998026 |           2
   81998092 |          14
   81998155 |           3
   81998156 |           2
   81998215 |           2
   81998467 |           1
   81998519 |           5
   81998569 |          11
   81998617 |          27
   81998662 |           7
   81998704 |           2
   81998861 |           2
   81998978 |           1
   81999013 |          13
   81999046 |          24
   81999078 |          25
   81999108 |          14
   81999136 |           1
   81999430 |           2
   81999451 |           1
   81999489 |           1
   81999506 |          12
   81999523 |          30
   81999539 |          31
   81999554 |          12
   81999568 |           2
   82000000 |          41
   82996312 |           1
   82996535 |           1
   82996662 |           1
   82996823 |           1
   82996984 |           1
   82997138 |           2
   82997228 |           1
   82997233 |           1
   82997323 |           2
   82997339 |           1
   82997615 |           2
   82997694 |           1
   82997769 |           2
   82997841 |           1
   82997921 |           1
   82997956 |           1
   82998026 |           1
   82998092 |           7
   82998155 |           9
   82998156 |           2
   82998215 |           1
   82998272 |           1
   82998353 |           1
   82998519 |           7
   82998569 |          11
   82998614 |           1
   82998617 |          10
   82998662 |          11
   82998704 |           1
   82998817 |           2
   82999013 |           7
   82999046 |          19
   82999078 |          19
   82999108 |          11
   82999489 |           4
   82999506 |          10
   82999523 |          20
   82999539 |          31
   82999554 |          10
   82999568 |           2
   83000000 |          42
   83997138 |           1
   83997233 |           1
   83997445 |           1
   83997532 |           1
   83997615 |           4
   83997694 |           2
   83997769 |           1
   83998026 |           1
   83998082 |           1
   83998092 |           8
   83998155 |           5
   83998156 |           2
   83998215 |           1
   83998225 |           1
   83998519 |           5
   83998569 |          13
   83998614 |           1
   83998617 |          23
   83998662 |           7
   83998704 |           2
   83998861 |           1
   83998941 |           1
   83998978 |           1
   83999013 |           6
   83999046 |          21
   83999078 |          27
   83999108 |          10
   83999136 |           1
   83999385 |           1
   83999451 |           1
   83999489 |           2
   83999506 |          10
   83999523 |          18
   83999539 |          36
   83999554 |          12
   83999568 |           3
   84000000 |          44
   84995664 |           1
   84996008 |           1
   84996012 |           1
   84996312 |           1
   84996772 |           1
   84996804 |           1
   84996927 |           1
   84997152 |           2
   84997443 |           2
   84997532 |           2
   84997615 |           1
   84997694 |           4
   84997738 |           1
   84997769 |           1
   84997804 |           2
   84997956 |           1
   84998026 |           2
   84998092 |           2
   84998155 |           1
   84998215 |           1
   84998291 |           1
   84998467 |           2
   84998519 |           2
   84998569 |          12
   84998617 |          14
   84998662 |          10
   84998704 |           1
   84998817 |           1
   84998902 |           2
   84998978 |           1
   84999013 |           6
   84999046 |          19
   84999078 |          28
   84999108 |          12
   84999136 |           3
   84999451 |           1
   84999489 |           1
   84999506 |          11
   84999523 |          15
   84999539 |          25
   84999554 |          18
   84999568 |           3
   85000000 |          41
   85995401 |           1
   85996927 |           1
   85997039 |           1
   85997228 |           1
   85997233 |           1
   85997532 |           2
   85997615 |           1
   85997694 |           1
   85997769 |           1
   85998026 |           1
   85998092 |           4
   85998155 |           7
   85998215 |           2
   85998291 |           1
   85998467 |           2
   85998519 |           6
   85998569 |          13
   85998617 |           9
   85998662 |           7
   85998771 |           1
   85998861 |           1
   85998902 |           1
   85998941 |           1
   85999013 |          11
   85999046 |          17
   85999078 |          28
   85999108 |          13
   85999136 |           2
   85999489 |           1
   85999506 |           6
   85999523 |          20
   85999539 |          21
   85999554 |           8
   85999568 |           1
   86000000 |          33
   86996293 |           1
   86996662 |           1
   86997532 |           2
   86997615 |           3
   86997694 |           1
   86997769 |           2
   86998026 |           1
   86998092 |           4
   86998155 |           6
   86998215 |           4
   86998353 |           1
   86998467 |           4
   86998519 |           1
   86998569 |          11
   86998617 |          11
   86998662 |           5
   86998704 |           1
   86998722 |           1
   86999013 |           7
   86999046 |          19
   86999078 |          16
   86999108 |          11
   86999136 |           1
   86999489 |           3
   86999506 |           9
   86999523 |          29
   86999539 |          34
   86999554 |          17
   86999568 |           3
   87000000 |          30
   87995343 |           1
   87995859 |           1
   87996157 |           1
   87996662 |           1
   87997042 |           1
   87997233 |           1
   87997443 |           1
   87997532 |           1
   87997615 |           1
   87997694 |           2
   87997769 |           1
   87997832 |           1
   87998026 |           2
   87998092 |           2
   87998155 |           6
   87998215 |           2
   87998411 |           1
   87998519 |           7
   87998569 |           5
   87998617 |          15
   87998662 |           5
   87998704 |           3
   87998978 |           1
   87999013 |           4
   87999046 |          22
   87999078 |          31
   87999108 |          10
   87999430 |           1
   87999489 |           4
   87999506 |           5
   87999523 |          28
   87999539 |          30
   87999554 |          12
   87999568 |           2
   88000000 |          27
   88997042 |           1
   88997443 |           1
   88997529 |           1
   88997532 |           2
   88997615 |           2
   88997694 |           1
   88997769 |           2
   88997904 |           1
   88998026 |           3
   88998155 |           6
   88998215 |           4
   88998272 |           1
   88998519 |           7
   88998569 |          13
   88998617 |          11
   88998662 |           2
   88998771 |           1
   88998902 |           1
   88998978 |           1
   88999013 |           7
   88999046 |          22
   88999078 |          17
   88999108 |           7
   88999385 |           1
   88999430 |           1
   88999506 |          10
   88999523 |          25
   88999539 |          23
   88999554 |           8
   88999568 |           1
   89000000 |          20
   89996674 |           1
   89997228 |           1
   89997721 |           1
   89998026 |           1
   89998092 |           2
   89998155 |           1
   89998353 |           1
   89998519 |           4
   89998569 |          12
   89998617 |           6
   89998662 |           5
   89998704 |           1
   89998771 |           1
   89998978 |           1
   89999013 |           4
   89999046 |          14
   89999078 |          28
   89999108 |           8
   89999136 |           3
   89999489 |           1
   89999506 |           3
   89999523 |          21
   89999539 |          27
   89999554 |          10
   90000000 |          24
   90996451 |           2
   90997532 |           1
   90997541 |           1
   90997615 |           1
   90997721 |           1
   90997956 |           1
   90998026 |           2
   90998092 |           5
   90998155 |           6
   90998156 |           1
   90998215 |           3
   90998291 |           1
   90998411 |           1
   90998519 |           5
   90998569 |           6
   90998617 |          12
   90998662 |           4
   90998704 |           1
   90998861 |           1
   90998978 |           1
   90999013 |           1
   90999046 |          16
   90999078 |          10
   90999108 |           4
   90999489 |           2
   90999506 |           2
   90999523 |          31
   90999539 |          25
   90999554 |           8
   90999568 |           2
   91000000 |          33
   91996451 |           1
   91996772 |           1
   91997138 |           1
   91997339 |           1
   91997615 |           1
   91997769 |           1
   91997804 |           1
   91998026 |           2
   91998092 |           5
   91998155 |           5
   91998291 |           1
   91998467 |           1
   91998569 |           6
   91998617 |          11
   91998662 |           7
   91998704 |           2
   91998722 |           1
   91998902 |           1
   91998978 |           2
   91999013 |           4
   91999046 |          14
   91999078 |          16
   91999108 |           9
   91999136 |           1
   91999408 |           1
   91999451 |           1
   91999470 |           1
   91999489 |           1
   91999506 |           8
   91999523 |          19
   91999539 |          19
   91999554 |           9
   91999568 |           1
   92000000 |          21
   92996012 |           1
   92997443 |           1
   92997694 |           1
   92998092 |           3
   92998155 |           3
   92998156 |           2
   92998215 |           1
   92998291 |           1
   92998519 |           3
   92998569 |           8
   92998617 |           4
   92998662 |           4
   92999013 |           8
   92999046 |          10
   92999078 |          15
   92999108 |           4
   92999489 |           2
   92999506 |           7
   92999523 |          16
   92999539 |          26
   92999554 |           8
   92999568 |           2
   93000000 |          14
   93996312 |           1
   93996706 |           1
   93996927 |           1
   93997042 |           1
   93997233 |           1
   93998026 |           1
   93998092 |           1
   93998215 |           2
   93998519 |           4
   93998569 |           4
   93998617 |           8
   93998662 |           4
   93998704 |           1
   93998861 |           2
   93998978 |           1
   93999013 |           3
   93999046 |           8
   93999078 |           5
   93999108 |           3
   93999136 |           2
   93999408 |           1
   93999451 |           1
   93999489 |           2
   93999506 |           3
   93999523 |          10
   93999539 |          20
   93999554 |           3
   94000000 |          28
   94996312 |           1
   94996545 |           1
   94996772 |           1
   94997615 |           1
   94997694 |           1
   94998092 |           3
   94998155 |           4
   94998215 |           1
   94998225 |           1
   94998569 |           3
   94998617 |           9
   94998662 |           1
   94999013 |           4
   94999046 |          12
   94999078 |          12
   94999108 |           7
   94999136 |           3
   94999163 |           1
   94999385 |           1
   94999489 |           1
   94999506 |           3
   94999523 |          12
   94999539 |          16
   94999554 |           8
   94999568 |           2
   95000000 |          32
   95997615 |           3
   95997634 |           1
   95998092 |           5
   95998155 |           3
   95998215 |           1
   95998353 |           1
   95998467 |           1
   95998519 |           3
   95998569 |           5
   95998617 |           7
   95998662 |           6
   95998771 |           2
   95998861 |           1
   95998941 |           1
   95998978 |           1
   95999013 |           2
   95999046 |          11
   95999078 |          13
   95999108 |           4
   95999506 |           3
   95999523 |          14
   95999539 |          14
   95999554 |           8
   95999568 |           1
   96000000 |          35
   96997445 |           1
   96997615 |           1
   96997634 |           1
   96997694 |           1
   96998026 |           2
   96998092 |           7
   96998155 |           2
   96998215 |           1
   96998291 |           1
   96998353 |           1
   96998519 |           3
   96998569 |           2
   96998617 |           5
   96998662 |           2
   96998978 |           3
   96999013 |           5
   96999046 |           5
   96999078 |           6
   96999108 |           4
   96999136 |           1
   96999489 |           2
   96999506 |           5
   96999523 |          16
   96999539 |          19
   96999554 |           9
   96999568 |           3
   97000000 |          27
   97997138 |           2
   97997721 |           1
   97997956 |           1
   97998082 |           1
   97998092 |           2
   97998155 |           1
   97998215 |           3
   97998225 |           1
   97998411 |           1
   97998519 |           1
   97998569 |           5
   97998617 |           7
   97998662 |           5
   97998978 |           1
   97999013 |           2
   97999046 |           4
   97999078 |           6
   97999108 |           3
   97999489 |           1
   97999506 |           3
   97999523 |          10
   97999539 |          13
   97999554 |           7
   98000000 |          37
   98996545 |           1
   98997615 |           2
   98998082 |           1
   98998092 |           2
   98998155 |           2
   98998215 |           1
   98998519 |           2
   98998569 |           4
   98998617 |           5
   98998662 |           2
   98999013 |           1
   98999046 |           9
   98999078 |           8
   98999108 |           5
   98999307 |           1
   98999489 |           1
   98999506 |           4
   98999523 |          10
   98999539 |          11
   98999554 |           4
   98999568 |           1
   99000000 |          15
   99996157 |           1
   99997138 |           1
   99997443 |           1
   99997445 |           1
   99997615 |           1
   99997694 |           2
   99997956 |           1
   99998026 |           1
   99998092 |           1
   99998215 |           2
   99998569 |           4
   99998617 |           3
   99998978 |           2
   99999046 |           5
   99999078 |           4
   99999108 |           3
   99999136 |           2
   99999506 |           2
   99999523 |           4
   99999539 |           5
   99999554 |           6
   99999568 |           2
  100000000 |          15
  100997443 |           1
  100997532 |           1
  100997615 |           3
  100998092 |           2
  100998155 |           2
  100998215 |           1
  100998225 |           1
  100998519 |           2
  100998569 |           4
  100998662 |           3
  100999013 |           1
  100999046 |           7
  100999078 |           6
  100999108 |           2
  100999506 |           1
  100999523 |           8
  100999539 |          11
  100999554 |           3
  101000000 |          16
  101997138 |           1
  101997152 |           1
  101997769 |           1
  101998092 |           3
  101998155 |           2
  101998215 |           1
  101998291 |           1
  101998569 |           4
  101998617 |           4
  101998662 |           2
  101998771 |           1
  101999013 |           1
  101999046 |           3
  101999078 |          10
  101999108 |           3
  101999136 |           2
  101999470 |           1
  101999489 |           1
  101999506 |           2
  101999523 |           4
  101999539 |           9
  101999554 |           2
  101999568 |           2
  101999582 |           1
  102000000 |          10
  102996927 |           1
  102997694 |           1
  102998155 |           2
  102998272 |           1
  102998291 |           1
  102998569 |           6
  102998662 |           1
  102999013 |           2
  102999046 |           4
  102999078 |           6
  102999108 |           2
  102999385 |           1
  102999489 |           2
  102999506 |           1
  102999523 |           6
  102999539 |          10
  102999554 |           4
  103000000 |          18
  103997541 |           1
  103997956 |           1
  103998026 |           1
  103998092 |           1
  103998291 |           1
  103998519 |           1
  103998569 |           2
  103998617 |           2
  103998941 |           1
  103999046 |           4
  103999078 |           2
  103999108 |           3
  103999506 |           1
  103999523 |           9
  103999539 |           4
  103999554 |           3
  104000000 |          15
  104997042 |           1
  104997615 |           1
  104997694 |           1
  104997956 |           1
  104998026 |           2
  104998092 |           1
  104998225 |           1
  104998519 |           1
  104998569 |           1
  104998617 |           5
  104998861 |           1
  104999013 |           2
  104999046 |           2
  104999078 |          10
  104999506 |           2
  104999523 |           2
  104999539 |           5
  104999554 |           2
  104999568 |           1
  105000000 |           8
  105997615 |           1
  105997694 |           1
  105998092 |           2
  105998467 |           1
  105998569 |           2
  105998617 |           3
  105998662 |           1
  105998669 |           1
  105998704 |           2
  105999013 |           2
  105999046 |           6
  105999078 |           4
  105999108 |           1
  105999136 |           1
  105999408 |           1
  105999506 |           1
  105999523 |           3
  105999539 |           7
  105999554 |           4
  105999568 |           1
  106000000 |          11
  106997042 |           1
  106998092 |           4
  106998155 |           1
  106998215 |           1
  106998467 |           1
  106998569 |           3
  106998617 |           4
  106998662 |           1
  106998861 |           1
  106999046 |           4
  106999078 |           9
  106999108 |           4
  106999307 |           1
  106999506 |           3
  106999523 |           7
  106999539 |           5
  106999554 |           1
  107000000 |          10
  107997138 |           1
  107997532 |           1
  107997921 |           1
  107998026 |           1
  107998155 |           1
  107998519 |           1
  107998569 |           2
  107998617 |           1
  107998662 |           2
  107998978 |           1
  107999013 |           2
  107999046 |           2
  107999078 |           8
  107999489 |           2
  107999523 |           4
  107999539 |           6
  107999554 |           3
  108000000 |           3
  108997634 |           1
  108998092 |           1
  108998155 |           2
  108998291 |           1
  108998569 |           1
  108998617 |           2
  108999013 |           1
  108999046 |           3
  108999078 |           4
  108999470 |           1
  108999506 |           3
  108999523 |           4
  108999539 |           1
  108999554 |           3
  109000000 |          10
  109996312 |           1
  109998092 |           2
  109998617 |           2
  109998669 |           1
  109998941 |           1
  109999013 |           1
  109999046 |           3
  109999078 |           2
  109999523 |           4
  109999539 |           2
  110000000 |           4
  110998155 |           2
  110998519 |           1
  110998569 |           4
  110998617 |           1
  110999013 |           1
  110999046 |           3
  110999078 |           6
  110999136 |           1
  110999506 |           2
  110999523 |           4
  110999539 |           4
  111000000 |          14
  111997615 |           1
  111997634 |           1
  111998519 |           2
  111998569 |           2
  111998617 |           2
  111998704 |           1
  111999013 |           1
  111999078 |           4
  111999523 |           3
  111999539 |           2
  111999554 |           2
  112000000 |           4
  112996008 |           1
  112996674 |           1
  112998092 |           1
  112998155 |           1
  112998704 |           1
  112999013 |           1
  112999046 |           1
  112999078 |           4
  112999108 |           1
  112999523 |           1
  112999539 |           1
  112999554 |           1
  113000000 |           5
  113998519 |           1
  113998569 |           3
  113998617 |           3
  113998662 |           1
  113999046 |           4
  113999078 |           1
  113999470 |           1
  113999506 |           1
  113999523 |           2
  113999539 |           4
  113999554 |           3
  114000000 |           5
  114997634 |           1
  114998092 |           2
  114998519 |           2
  114998617 |           1
  114998662 |           1
  114999046 |           3
  114999078 |           2
  114999506 |           1
  114999539 |           2
  115000000 |           4
  115997637 |           1
  115998026 |           1
  115998082 |           1
  115998215 |           1
  115998669 |           1
  115999046 |           1
  115999078 |           2
  115999108 |           1
  115999136 |           1
  115999506 |           2
  115999523 |           3
  115999539 |           1
  115999554 |           2
  116000000 |           2
  116998026 |           1
  116998569 |           1
  116998771 |           1
  116999046 |           1
  116999078 |           2
  116999108 |           1
  116999506 |           2
  116999523 |           3
  116999539 |           3
  117000000 |           1
  117997615 |           1
  117999078 |           1
  117999136 |           1
  118000000 |           3
  118999046 |           4
  118999078 |           2
  118999108 |           1
  118999506 |           3
  118999523 |           1
  118999539 |           2
  119000000 |           4
  119998662 |           1
  119999013 |           1
  119999078 |           3
  119999108 |           2
  119999506 |           1
  119999523 |           2
  119999539 |           2
  119999554 |           2
  120998569 |           1
  120999013 |           1
  120999046 |           3
  120999078 |           1
  120999506 |           2
  120999523 |           1
  120999539 |           1
  120999554 |           1
  121000000 |           3
  121998092 |           1
  121998617 |           1
  121999046 |           2
  122998617 |           1
  122998662 |           1
  122998978 |           1
  122999489 |           1
  122999523 |           2
  122999539 |           1
  123000000 |           1
  123998155 |           1
  123998569 |           1
  123998817 |           1
  123999506 |           2
  123999523 |           1
  123999539 |           2
  123999554 |           2
  124000000 |           1
  124998215 |           1
  124998617 |           2
  124999523 |           1
  124999539 |           2
  124999554 |           1
  125000000 |           3
  125998215 |           1
  125998519 |           1
  125998617 |           1
  125999046 |           1
  125999078 |           1
  125999108 |           1
  125999506 |           1
  125999554 |           1
  126998704 |           1
  126999078 |           1
  126999539 |           1
  127000000 |           2
  127998569 |           1
  127999078 |           1
  127999108 |           2
  127999246 |           1
  127999523 |           1
  127999539 |           1
  127999568 |           1
  128998092 |           1
  128999013 |           1
  128999046 |           1
  128999078 |           2
  128999506 |           1
  128999523 |           3
  128999554 |           1
  129000000 |           1
  129998771 |           1
  129999078 |           1
  129999136 |           1
  129999506 |           2
  129999554 |           1
  130000000 |           2
  130998569 |           1
  130998662 |           1
  130998817 |           1
  130999078 |           1
  130999539 |           1
  131999078 |           1
  131999408 |           1
  131999523 |           1
  131999554 |           1
  132000000 |           2
  132998569 |           1
  132998617 |           1
  132999046 |           1
  132999108 |           2
  132999523 |           1
  132999539 |           1
  133000000 |           1
  133998569 |           1
  133999046 |           1
  133999078 |           1
  133999523 |           1
  133999539 |           1
  134000000 |           1
  134998722 |           1
  134999506 |           1
  134999523 |           2
  134999539 |           1
  135000000 |           2
  135998026 |           1
  135999523 |           1
  135999539 |           1
  136000000 |           4
  136999078 |           1
  136999523 |           2
  137000000 |           2
  137998662 |           1
  138000000 |           2
  138998569 |           2
  140000000 |           1
  140998519 |           1
  140998617 |           1
  140999489 |           1
  141998662 |           1
  141999078 |           1
  141999506 |           1
  141999539 |           1
  142000000 |           2
  142999046 |           1
  142999539 |           1
  142999554 |           1
  145999013 |           1
  145999046 |           1
  145999108 |           1
  147998617 |           1
  148999078 |           1
  150999539 |           1
  152000000 |           1
  154999523 |           1
  157998617 |           1
  158999078 |           1
  159999523 |           1
  160000000 |           1
  168999013 |           1
(4285 rows)

